subject_id	subject_label	predicate_id	object_id	mapping_justification
GO:0016890	site-specific endodeoxyribonuclease activity, specific for altered base	oio:hasDbXref	EC:3.1.25.-	semapv:ManualMappingCuration
GO:0016891	RNA endonuclease activity, producing 5'-phosphomonoesters	oio:hasDbXref	EC:3.1.26.-	semapv:ManualMappingCuration
GO:0016892	RNA endonuclease activity, producing 3'-phosphomonoesters	oio:hasDbXref	EC:3.1.27.-	semapv:ManualMappingCuration
GO:0016893	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	oio:hasDbXref	EC:3.1.30.-	semapv:ManualMappingCuration
GO:0016894	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters	oio:hasDbXref	EC:3.1.31.1	semapv:ManualMappingCuration
GO:0016895	DNA exonuclease activity, producing 5'-phosphomonoesters	oio:hasDbXref	EC:3.1.11.-	semapv:ManualMappingCuration
GO:0016896	RNA exonuclease activity, producing 5'-phosphomonoesters	oio:hasDbXref	EC:3.1.13.-	semapv:ManualMappingCuration
GO:0016897	RNA exonuclease activity, producing 3'-phosphomonoesters	oio:hasDbXref	EC:3.1.14.-	semapv:ManualMappingCuration
GO:0016898	oxidoreductase activity, acting on the CH-OH group of donors, cytochrome as acceptor	oio:hasDbXref	EC:1.1.2.-	semapv:ManualMappingCuration
GO:0016899	oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor	oio:hasDbXref	EC:1.1.3.-	semapv:ManualMappingCuration
GO:0016900	oxidoreductase activity, acting on the CH-OH group of donors, disulfide as acceptor	oio:hasDbXref	EC:1.1.4.-	semapv:ManualMappingCuration
GO:0016901	oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor	oio:hasDbXref	EC:1.1.5.-	semapv:ManualMappingCuration
GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	oio:hasDbXref	EC:1.2.-.-	semapv:ManualMappingCuration
GO:0016905	myosin heavy chain kinase activity	oio:hasDbXref	EC:2.7.11.7	semapv:ManualMappingCuration
GO:0016905	myosin heavy chain kinase activity	oio:hasDbXref	RHEA:11424	semapv:ManualMappingCuration
GO:0016906	sterol 3-beta-glucosyltransferase activity	oio:hasDbXref	EC:2.4.1.173	semapv:ManualMappingCuration
GO:0016906	sterol 3-beta-glucosyltransferase activity	oio:hasDbXref	MetaCyc:STEROL-GLUCOSYLTRANSFERASE-RXN	semapv:ManualMappingCuration
GO:0016906	sterol 3-beta-glucosyltransferase activity	oio:hasDbXref	RHEA:22724	semapv:ManualMappingCuration
GO:0016920	pyroglutamyl-peptidase activity	skos:narrowMatch	EC:3.4.19.3	semapv:ManualMappingCuration
GO:0016920	pyroglutamyl-peptidase activity	skos:narrowMatch	EC:3.4.19.6	semapv:ManualMappingCuration
GO:0016921	obsolete pyroglutamyl-peptidase II activity	oio:hasDbXref	EC:3.4.19.6	semapv:ManualMappingCuration
GO:0016921	obsolete pyroglutamyl-peptidase II activity	oio:hasDbXref	MetaCyc:3.4.19.6-RXN	semapv:ManualMappingCuration
GO:0016925	protein sumoylation	oio:hasDbXref	Wikipedia:SUMO_protein	semapv:ManualMappingCuration
GO:0016937	short-chain fatty acyl-CoA dehydrogenase activity	oio:hasDbXref	EC:1.3.8.1	semapv:ManualMappingCuration
GO:0016937	short-chain fatty acyl-CoA dehydrogenase activity	oio:hasDbXref	RHEA:47196	semapv:ManualMappingCuration
GO:0016966	nitric oxide reductase activity	oio:hasDbXref	EC:1.7.2.5	semapv:ManualMappingCuration
GO:0016966	nitric oxide reductase activity	oio:hasDbXref	KEGG_REACTION:R00294	semapv:ManualMappingCuration
GO:0016966	nitric oxide reductase activity	oio:hasDbXref	MetaCyc:NITRIC-OXIDE-REDUCTASE-RXN	semapv:ManualMappingCuration
GO:0016966	nitric oxide reductase activity	oio:hasDbXref	RHEA:30211	semapv:ManualMappingCuration
GO:0016971	flavin-dependent sulfhydryl oxidase activity	oio:hasDbXref	RHEA:59116	semapv:ManualMappingCuration
GO:0016972	thiol oxidase activity	oio:hasDbXref	EC:1.8.3.2	semapv:ManualMappingCuration
GO:0016972	thiol oxidase activity	oio:hasDbXref	MetaCyc:THIOL-OXIDASE-RXN	semapv:ManualMappingCuration
GO:0016972	thiol oxidase activity	oio:hasDbXref	RHEA:17357	semapv:ManualMappingCuration
GO:0016972	thiol oxidase activity	oio:hasDbXref	UM-BBD_reactionID:r1293	semapv:ManualMappingCuration
GO:0016977	chitosanase activity	oio:hasDbXref	EC:3.2.1.132	semapv:ManualMappingCuration
GO:0016977	chitosanase activity	oio:hasDbXref	MetaCyc:3.2.1.132-RXN	semapv:ManualMappingCuration
GO:0016979	lipoate-protein ligase activity	oio:hasDbXref	EC:6.3.1.20	semapv:ManualMappingCuration
GO:0016979	lipoate-protein ligase activity	oio:hasDbXref	MetaCyc:RXN-13039	semapv:ManualMappingCuration
GO:0016979	lipoate-protein ligase activity	oio:hasDbXref	MetaCyc:RXN-8654	semapv:ManualMappingCuration
GO:0016979	lipoate-protein ligase activity	oio:hasDbXref	MetaCyc:RXN-8655	semapv:ManualMappingCuration
GO:0016979	lipoate-protein ligase activity	oio:hasDbXref	MetaCyc:RXN0-1141	semapv:ManualMappingCuration
GO:0016979	lipoate-protein ligase activity	oio:hasDbXref	RHEA:49288	semapv:ManualMappingCuration
GO:0016980	creatinase activity	oio:hasDbXref	EC:3.5.3.3	semapv:ManualMappingCuration
GO:0016980	creatinase activity	oio:hasDbXref	KEGG_REACTION:R01566	semapv:ManualMappingCuration
GO:0016980	creatinase activity	oio:hasDbXref	MetaCyc:CREATINASE-RXN	semapv:ManualMappingCuration
GO:0016980	creatinase activity	oio:hasDbXref	RHEA:22456	semapv:ManualMappingCuration
GO:0016984	ribulose-bisphosphate carboxylase activity	skos:exactMatch	EC:4.1.1.39	semapv:ManualMappingCuration
GO:0016984	ribulose-bisphosphate carboxylase activity	oio:hasDbXref	MetaCyc:RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	semapv:ManualMappingCuration
GO:0016984	ribulose-bisphosphate carboxylase activity	skos:exactMatch	RHEA:23124	semapv:ManualMappingCuration
GO:0016985	mannan endo-1,4-beta-mannosidase activity	oio:hasDbXref	EC:3.2.1.78	semapv:ManualMappingCuration
GO:0016985	mannan endo-1,4-beta-mannosidase activity	oio:hasDbXref	MetaCyc:3.2.1.78-RXN	semapv:ManualMappingCuration
GO:0016990	arginine deiminase activity	oio:hasDbXref	EC:3.5.3.6	semapv:ManualMappingCuration
GO:0016990	arginine deiminase activity	oio:hasDbXref	MetaCyc:ARGININE-DEIMINASE-RXN	semapv:ManualMappingCuration
GO:0016990	arginine deiminase activity	oio:hasDbXref	RHEA:19597	semapv:ManualMappingCuration
GO:0016992	lipoate synthase activity	oio:hasDbXref	EC:2.8.1.8	semapv:ManualMappingCuration
GO:0016992	lipoate synthase activity	oio:hasDbXref	MetaCyc:RXN0-949	semapv:ManualMappingCuration
GO:0016992	lipoate synthase activity	oio:hasDbXref	RHEA:16585	semapv:ManualMappingCuration
GO:0016993	precorrin-8X methylmutase activity	oio:hasDbXref	EC:5.4.99.61	semapv:ManualMappingCuration
GO:0016993	precorrin-8X methylmutase activity	oio:hasDbXref	MetaCyc:5.4.1.2-RXN	semapv:ManualMappingCuration
GO:0016993	precorrin-8X methylmutase activity	oio:hasDbXref	RHEA:22512	semapv:ManualMappingCuration
GO:0016994	precorrin-6A reductase activity	oio:hasDbXref	EC:1.3.1.54	semapv:ManualMappingCuration
GO:0016994	precorrin-6A reductase activity	oio:hasDbXref	MetaCyc:1.3.1.54-RXN	semapv:ManualMappingCuration
GO:0016994	precorrin-6A reductase activity	oio:hasDbXref	RHEA:23408	semapv:ManualMappingCuration
GO:0016995	cholesterol oxidase activity	oio:hasDbXref	EC:1.1.3.6	semapv:ManualMappingCuration
GO:0016995	cholesterol oxidase activity	oio:hasDbXref	KEGG_REACTION:R01459	semapv:ManualMappingCuration
GO:0016995	cholesterol oxidase activity	oio:hasDbXref	MetaCyc:CHOLESTEROL-OXIDASE-RXN	semapv:ManualMappingCuration
GO:0016995	cholesterol oxidase activity	oio:hasDbXref	RHEA:32183	semapv:ManualMappingCuration
GO:0016996	endo-alpha-(2,8)-sialidase activity	oio:hasDbXref	EC:3.2.1.129	semapv:ManualMappingCuration
GO:0016996	endo-alpha-(2,8)-sialidase activity	oio:hasDbXref	MetaCyc:3.2.1.129-RXN	semapv:ManualMappingCuration
GO:0017008	protein-phycobiliviolin linkage	oio:hasDbXref	RESID:AA0258	semapv:ManualMappingCuration
GO:0017009	protein-phycocyanobilin linkage	oio:hasDbXref	RESID:AA0131	semapv:ManualMappingCuration
GO:0017010	protein-phycourobilin linkage	oio:hasDbXref	RESID:AA0260	semapv:ManualMappingCuration
GO:0017011	protein-phycoerythrobilin linkage	oio:hasDbXref	RESID:AA0132	semapv:ManualMappingCuration
GO:0017012	protein-phytochromobilin linkage	oio:hasDbXref	RESID:AA0133	semapv:ManualMappingCuration
GO:0017018	myosin phosphatase activity	skos:narrowMatch	EC:3.1.3.16	semapv:ManualMappingCuration
GO:0017039	obsolete dipeptidyl-peptidase III activity	oio:hasDbXref	EC:3.4.14.4	semapv:ManualMappingCuration
GO:0017040	N-acylsphingosine amidohydrolase activity	oio:hasDbXref	EC:3.5.1.23	semapv:ManualMappingCuration
GO:0017040	N-acylsphingosine amidohydrolase activity	oio:hasDbXref	MetaCyc:CERAMIDASE-RXN	semapv:ManualMappingCuration
GO:0017040	N-acylsphingosine amidohydrolase activity	oio:hasDbXref	RHEA:20856	semapv:ManualMappingCuration
GO:0017042	glycosylceramidase activity	oio:hasDbXref	EC:3.2.1.62	semapv:ManualMappingCuration
GO:0017042	glycosylceramidase activity	oio:hasDbXref	MetaCyc:GALACTOSYLCERAMIDASE-RXN	semapv:ManualMappingCuration
GO:0017042	glycosylceramidase activity	oio:hasDbXref	MetaCyc:GLYCOSYLCERAMIDASE-RXN	semapv:ManualMappingCuration
GO:0017042	glycosylceramidase activity	oio:hasDbXref	MetaCyc:RXN-22900	semapv:ManualMappingCuration
GO:0017045	corticotropin-releasing hormone activity	oio:hasDbXref	Wikipedia:Corticotropin-releasing_hormone	semapv:ManualMappingCuration
GO:0017050	D-erythro-sphingosine kinase activity	oio:hasDbXref	EC:2.7.1.91	semapv:ManualMappingCuration
GO:0017050	D-erythro-sphingosine kinase activity	oio:hasDbXref	MetaCyc:RXN3DJ-11417	semapv:ManualMappingCuration
GO:0017050	D-erythro-sphingosine kinase activity	oio:hasDbXref	RHEA:35847	semapv:ManualMappingCuration
GO:0017057	6-phosphogluconolactonase activity	oio:hasDbXref	EC:3.1.1.31	semapv:ManualMappingCuration
GO:0017057	6-phosphogluconolactonase activity	oio:hasDbXref	KEGG_REACTION:R02035	semapv:ManualMappingCuration
GO:0017057	6-phosphogluconolactonase activity	oio:hasDbXref	MetaCyc:6PGLUCONOLACT-RXN	semapv:ManualMappingCuration
GO:0017057	6-phosphogluconolactonase activity	oio:hasDbXref	RHEA:12556	semapv:ManualMappingCuration
GO:0017060	3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase activity	oio:hasDbXref	EC:2.4.1.65	semapv:ManualMappingCuration
GO:0017060	3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase activity	oio:hasDbXref	MetaCyc:2.4.1.65-RXN	semapv:ManualMappingCuration
GO:0017060	3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase activity	oio:hasDbXref	RHEA:23628	semapv:ManualMappingCuration
GO:0017061	S-methyl-5-thioadenosine phosphorylase activity	oio:hasDbXref	EC:2.4.2.28	semapv:ManualMappingCuration
GO:0017061	S-methyl-5-thioadenosine phosphorylase activity	oio:hasDbXref	MetaCyc:5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN	semapv:ManualMappingCuration
GO:0017061	S-methyl-5-thioadenosine phosphorylase activity	oio:hasDbXref	RHEA:11852	semapv:ManualMappingCuration
GO:0017064	fatty acid amide hydrolase activity	skos:exactMatch	EC:3.5.1.99	semapv:ManualMappingCuration
GO:0017064	fatty acid amide hydrolase activity	oio:hasDbXref	MetaCyc:RXN-10756	semapv:ManualMappingCuration
GO:0017064	fatty acid amide hydrolase activity	oio:hasDbXref	MetaCyc:RXN6666-2	semapv:ManualMappingCuration
GO:0017064	fatty acid amide hydrolase activity	skos:narrowMatch	RHEA:26136	semapv:ManualMappingCuration
GO:0017064	fatty acid amide hydrolase activity	skos:narrowMatch	RHEA:26506	semapv:ManualMappingCuration
GO:0017067	tyrosine-ester sulfotransferase activity	oio:hasDbXref	EC:2.8.2.9	semapv:ManualMappingCuration
GO:0017067	tyrosine-ester sulfotransferase activity	oio:hasDbXref	KEGG_REACTION:R04213	semapv:ManualMappingCuration
GO:0017067	tyrosine-ester sulfotransferase activity	oio:hasDbXref	MetaCyc:TYROSINE-ESTER-SULFOTRANSFERASE-RXN	semapv:ManualMappingCuration
GO:0017067	tyrosine-ester sulfotransferase activity	oio:hasDbXref	RHEA:19977	semapv:ManualMappingCuration
GO:0017083	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase activity	oio:hasDbXref	EC:2.4.1.152	semapv:ManualMappingCuration
GO:0017083	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase activity	oio:hasDbXref	MetaCyc:GALACTOSIDE-3-FUCOSYLTRANSFERASE-RXN	semapv:ManualMappingCuration
GO:0017083	4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase activity	oio:hasDbXref	RHEA:14257	semapv:ManualMappingCuration
GO:0017084	delta1-pyrroline-5-carboxylate synthetase activity	oio:hasDbXref	RHEA:33207	semapv:ManualMappingCuration
GO:0017096	acetylserotonin O-methyltransferase activity	oio:hasDbXref	EC:2.1.1.4	semapv:ManualMappingCuration
GO:0017096	acetylserotonin O-methyltransferase activity	oio:hasDbXref	MetaCyc:ACETYLSEROTONIN-O-METHYLTRANSFERASE-RXN	semapv:ManualMappingCuration
GO:0017096	acetylserotonin O-methyltransferase activity	oio:hasDbXref	RHEA:15573	semapv:ManualMappingCuration
GO:0017099	very-long-chain fatty acyl-CoA dehydrogenase activity	oio:hasDbXref	EC:1.3.8.9	semapv:ManualMappingCuration
GO:0017099	very-long-chain fatty acyl-CoA dehydrogenase activity	oio:hasDbXref	RHEA:19181	semapv:ManualMappingCuration
GO:0017103	UTP:galactose-1-phosphate uridylyltransferase activity	oio:hasDbXref	EC:2.7.7.10	semapv:ManualMappingCuration
GO:0017103	UTP:galactose-1-phosphate uridylyltransferase activity	oio:hasDbXref	KEGG_REACTION:R00502	semapv:ManualMappingCuration
GO:0017103	UTP:galactose-1-phosphate uridylyltransferase activity	oio:hasDbXref	MetaCyc:UTPHEXPURIDYLYLTRANS-RXN	semapv:ManualMappingCuration
GO:0017103	UTP:galactose-1-phosphate uridylyltransferase activity	oio:hasDbXref	RHEA:14209	semapv:ManualMappingCuration
GO:0017105	acyl-CoA delta11-(Z)-desaturase activity	oio:hasDbXref	EC:1.14.19.5	semapv:ManualMappingCuration
GO:0017105	acyl-CoA delta11-(Z)-desaturase activity	oio:hasDbXref	MetaCyc:1.14.99.32-RXN	semapv:ManualMappingCuration
GO:0017105	acyl-CoA delta11-(Z)-desaturase activity	oio:hasDbXref	RHEA:25852	semapv:ManualMappingCuration
GO:0017110	nucleoside diphosphate phosphatase activity	oio:hasDbXref	EC:3.6.1.6	semapv:ManualMappingCuration
GO:0017110	nucleoside diphosphate phosphatase activity	oio:hasDbXref	MetaCyc:NUCLEOSIDE-DIPHOSPHATASE-RXN	semapv:ManualMappingCuration
GO:0017110	nucleoside diphosphate phosphatase activity	oio:hasDbXref	RHEA:36799	semapv:ManualMappingCuration
GO:0017111	ribonucleoside triphosphate phosphatase activity	oio:hasDbXref	EC:3.6.1.15	semapv:ManualMappingCuration
GO:0017111	ribonucleoside triphosphate phosphatase activity	oio:hasDbXref	MetaCyc:NUCLEOSIDE-TRIPHOSPHATASE-RXN	semapv:ManualMappingCuration
GO:0017111	ribonucleoside triphosphate phosphatase activity	oio:hasDbXref	RHEA:23680	semapv:ManualMappingCuration
GO:0017113	dihydropyrimidine dehydrogenase (NADP+) activity	oio:hasDbXref	EC:1.3.1.2	semapv:ManualMappingCuration
GO:0017113	dihydropyrimidine dehydrogenase (NADP+) activity	oio:hasDbXref	MetaCyc:1.3.1.2-RXN	semapv:ManualMappingCuration
GO:0017113	dihydropyrimidine dehydrogenase (NADP+) activity	oio:hasDbXref	RHEA:18093	semapv:ManualMappingCuration
GO:0017118	lipoyltransferase activity	oio:hasDbXref	RHEA:20473	semapv:ManualMappingCuration
GO:0017150	tRNA dihydrouridine synthase activity	skos:narrowMatch	MetaCyc:RXN0-1281	semapv:ManualMappingCuration
GO:0017150	tRNA dihydrouridine synthase activity	skos:narrowMatch	RHEA:23624	semapv:ManualMappingCuration
GO:0017150	tRNA dihydrouridine synthase activity	skos:narrowMatch	RHEA:54452	semapv:ManualMappingCuration
GO:0017159	pantetheine hydrolase activity	oio:hasDbXref	EC:3.5.1.92	semapv:ManualMappingCuration
GO:0017159	pantetheine hydrolase activity	oio:hasDbXref	KEGG_REACTION:R02973	semapv:ManualMappingCuration
GO:0017159	pantetheine hydrolase activity	oio:hasDbXref	MetaCyc:3.5.1.92-RXN	semapv:ManualMappingCuration
GO:0017159	pantetheine hydrolase activity	oio:hasDbXref	RHEA:13445	semapv:ManualMappingCuration
GO:0017161	inositol-1,3,4-trisphosphate 4-phosphatase activity	oio:hasDbXref	RHEA:43392	semapv:ManualMappingCuration
GO:0017168	5-oxoprolinase (ATP-hydrolyzing) activity	oio:hasDbXref	EC:3.5.2.9	semapv:ManualMappingCuration
GO:0017168	5-oxoprolinase (ATP-hydrolyzing) activity	oio:hasDbXref	KEGG_REACTION:R00251	semapv:ManualMappingCuration
GO:0017168	5-oxoprolinase (ATP-hydrolyzing) activity	oio:hasDbXref	MetaCyc:5-OXOPROLINASE-ATP-HYDROLYSING-RXN	semapv:ManualMappingCuration
GO:0017168	5-oxoprolinase (ATP-hydrolyzing) activity	oio:hasDbXref	RHEA:10348	semapv:ManualMappingCuration
GO:0017168	5-oxoprolinase (ATP-hydrolyzing) activity	oio:hasDbXref	Wikipedia:5-oxoprolinase_(ATP-hydrolysing)	semapv:ManualMappingCuration
GO:0017172	cysteine dioxygenase activity	oio:hasDbXref	EC:1.13.11.20	semapv:ManualMappingCuration
GO:0017172	cysteine dioxygenase activity	oio:hasDbXref	KEGG_REACTION:R00893	semapv:ManualMappingCuration
GO:0017172	cysteine dioxygenase activity	oio:hasDbXref	MetaCyc:CYSTEINE-DIOXYGENASE-RXN	semapv:ManualMappingCuration
GO:0017172	cysteine dioxygenase activity	oio:hasDbXref	RHEA:20441	semapv:ManualMappingCuration
GO:0017174	glycine N-methyltransferase activity	oio:hasDbXref	EC:2.1.1.20	semapv:ManualMappingCuration
GO:0017174	glycine N-methyltransferase activity	oio:hasDbXref	KEGG_REACTION:R00367	semapv:ManualMappingCuration
GO:0017174	glycine N-methyltransferase activity	oio:hasDbXref	MetaCyc:GLYCINE-N-METHYLTRANSFERASE-RXN	semapv:ManualMappingCuration
GO:0017174	glycine N-methyltransferase activity	oio:hasDbXref	RHEA:19937	semapv:ManualMappingCuration
GO:0017176	phosphatidylinositol N-acetylglucosaminyltransferase activity	oio:hasDbXref	EC:2.4.1.198	semapv:ManualMappingCuration
GO:0017176	phosphatidylinositol N-acetylglucosaminyltransferase activity	oio:hasDbXref	MetaCyc:2.4.1.198-RXN	semapv:ManualMappingCuration
GO:0017176	phosphatidylinositol N-acetylglucosaminyltransferase activity	oio:hasDbXref	RHEA:14789	semapv:ManualMappingCuration
GO:0017178	diphthine-ammonia ligase activity	oio:hasDbXref	EC:6.3.1.14	semapv:ManualMappingCuration
GO:0017178	diphthine-ammonia ligase activity	oio:hasDbXref	KEGG_REACTION:R03613	semapv:ManualMappingCuration
GO:0017178	diphthine-ammonia ligase activity	oio:hasDbXref	MetaCyc:DIPHTINE--AMMONIA-LIGASE-RXN	semapv:ManualMappingCuration
GO:0017178	diphthine-ammonia ligase activity	oio:hasDbXref	RHEA:19753	semapv:ManualMappingCuration
GO:0017183	protein histidyl modification to diphthamide	oio:hasDbXref	RESID:AA0040	semapv:ManualMappingCuration
GO:0017186	peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase	oio:hasDbXref	RESID:AA0031	semapv:ManualMappingCuration
GO:0017187	peptidyl-glutamic acid carboxylation	oio:hasDbXref	RESID:AA0032	semapv:ManualMappingCuration
GO:0017188	aspartate N-acetyltransferase activity	oio:hasDbXref	EC:2.3.1.17	semapv:ManualMappingCuration
GO:0017188	aspartate N-acetyltransferase activity	oio:hasDbXref	KEGG_REACTION:R00487	semapv:ManualMappingCuration
GO:0017188	aspartate N-acetyltransferase activity	oio:hasDbXref	MetaCyc:ASPARTATE-N-ACETYLTRANSFERASE-RXN	semapv:ManualMappingCuration
GO:0017188	aspartate N-acetyltransferase activity	oio:hasDbXref	RHEA:14165	semapv:ManualMappingCuration
GO:0017189	N-terminal peptidyl-alanine acetylation	oio:hasDbXref	RESID:AA0041	semapv:ManualMappingCuration
GO:0017190	N-terminal peptidyl-aspartic acid acetylation	oio:hasDbXref	RESID:AA0042	semapv:ManualMappingCuration
GO:0017192	N-terminal peptidyl-glutamine acetylation	oio:hasDbXref	RESID:AA0045	semapv:ManualMappingCuration
GO:0017193	N-terminal peptidyl-glycine acetylation	oio:hasDbXref	RESID:AA0046	semapv:ManualMappingCuration
GO:0017194	N-terminal peptidyl-isoleucine acetylation	oio:hasDbXref	RESID:AA0047	semapv:ManualMappingCuration
GO:0017195	N-terminal peptidyl-lysine N2-acetylation	oio:hasDbXref	RESID:AA0048	semapv:ManualMappingCuration
GO:0017196	N-terminal peptidyl-methionine acetylation	oio:hasDbXref	RESID:AA0049	semapv:ManualMappingCuration
GO:0017197	N-terminal peptidyl-proline acetylation	oio:hasDbXref	RESID:AA0050	semapv:ManualMappingCuration
GO:0017198	N-terminal peptidyl-serine acetylation	oio:hasDbXref	RESID:AA0051	semapv:ManualMappingCuration
GO:0017199	N-terminal peptidyl-threonine acetylation	oio:hasDbXref	RESID:AA0052	semapv:ManualMappingCuration
GO:0018000	N-terminal peptidyl-tyrosine acetylation	oio:hasDbXref	RESID:AA0053	semapv:ManualMappingCuration
GO:0018001	N-terminal peptidyl-valine acetylation	oio:hasDbXref	RESID:AA0054	semapv:ManualMappingCuration
GO:0018002	N-terminal peptidyl-glutamic acid acetylation	oio:hasDbXref	RESID:AA0044	semapv:ManualMappingCuration
GO:0018003	peptidyl-lysine N6-acetylation	oio:hasDbXref	RESID:AA0055	semapv:ManualMappingCuration
GO:0018005	N-terminal peptidyl-glycine N-formylation	oio:hasDbXref	RESID:AA0057	semapv:ManualMappingCuration
GO:0018007	N-terminal peptidyl-glycine N-glucuronylation	oio:hasDbXref	RESID:AA0058	semapv:ManualMappingCuration
GO:0018008	N-terminal peptidyl-glycine N-myristoylation	oio:hasDbXref	RESID:AA0059	semapv:ManualMappingCuration
GO:0018009	N-terminal peptidyl-L-cysteine N-palmitoylation	oio:hasDbXref	RESID:AA0060	semapv:ManualMappingCuration
GO:0018010	obsolete glycoprotein N-palmitoyltransferase activity	oio:hasDbXref	MetaCyc:GLYCOPROTEIN-N-PALMITOYLTRANSFERASE-RXN	semapv:ManualMappingCuration
GO:0018011	N-terminal peptidyl-alanine methylation	oio:hasDbXref	RESID:AA0061	semapv:ManualMappingCuration
GO:0018011	N-terminal peptidyl-alanine methylation	oio:hasDbXref	RESID:AA0062	semapv:ManualMappingCuration
GO:0018012	N-terminal peptidyl-alanine trimethylation	oio:hasDbXref	RESID:AA0062	semapv:ManualMappingCuration
GO:0018013	N-terminal peptidyl-glycine methylation	oio:hasDbXref	RESID:AA0063	semapv:ManualMappingCuration
GO:0018014	N-terminal peptidyl-methionine methylation	oio:hasDbXref	RESID:AA0064	semapv:ManualMappingCuration
GO:0018015	N-terminal peptidyl-phenylalanine methylation	oio:hasDbXref	RESID:AA0065	semapv:ManualMappingCuration
GO:0018016	N-terminal peptidyl-proline dimethylation	oio:hasDbXref	RESID:AA0066	semapv:ManualMappingCuration
GO:0018019	N-terminal peptidyl-glutamine methylation	oio:hasDbXref	RESID:AA0071	semapv:ManualMappingCuration
GO:0018021	peptidyl-histidine methylation	oio:hasDbXref	RESID:AA0073	semapv:ManualMappingCuration
GO:0018021	peptidyl-histidine methylation	oio:hasDbXref	RESID:AA0317	semapv:ManualMappingCuration
GO:0018023	peptidyl-lysine trimethylation	oio:hasDbXref	RESID:AA0074	semapv:ManualMappingCuration
GO:0018025	calmodulin-lysine N-methyltransferase activity	oio:hasDbXref	EC:2.1.1.60	semapv:ManualMappingCuration
GO:0018025	calmodulin-lysine N-methyltransferase activity	oio:hasDbXref	MetaCyc:2.1.1.60-RXN	semapv:ManualMappingCuration
GO:0018025	calmodulin-lysine N-methyltransferase activity	oio:hasDbXref	RHEA:21556	semapv:ManualMappingCuration
GO:0018026	peptidyl-lysine monomethylation	oio:hasDbXref	RESID:AA0076	semapv:ManualMappingCuration
GO:0018027	peptidyl-lysine dimethylation	oio:hasDbXref	RESID:AA0075	semapv:ManualMappingCuration
GO:0018028	peptidyl-lysine myristoylation	oio:hasDbXref	RESID:AA0078	semapv:ManualMappingCuration
GO:0018029	peptidyl-lysine palmitoylation	oio:hasDbXref	RESID:AA0077	semapv:ManualMappingCuration
GO:0018034	obsolete C-terminal peptidyl-alanine amidation	oio:hasDbXref	RESID:AA0081	semapv:ManualMappingCuration
GO:0018035	obsolete C-terminal peptidyl-arginine amidation	oio:hasDbXref	RESID:AA0082	semapv:ManualMappingCuration
GO:0018036	obsolete C-terminal peptidyl-asparagine amidation	oio:hasDbXref	RESID:AA0083	semapv:ManualMappingCuration
GO:0018037	obsolete C-terminal peptidyl-aspartic acid amidation	oio:hasDbXref	RESID:AA0084	semapv:ManualMappingCuration
GO:0018038	obsolete C-terminal peptidyl-cysteine amidation	oio:hasDbXref	RESID:AA0085	semapv:ManualMappingCuration
GO:0018039	obsolete C-terminal peptidyl-glutamine amidation	oio:hasDbXref	RESID:AA0086	semapv:ManualMappingCuration
GO:0018040	obsolete C-terminal peptidyl-glutamic acid amidation	oio:hasDbXref	RESID:AA0087	semapv:ManualMappingCuration
GO:0018041	obsolete C-terminal peptidyl-glycine amidation	oio:hasDbXref	RESID:AA0088	semapv:ManualMappingCuration
GO:0018042	obsolete C-terminal peptidyl-histidine amidation	oio:hasDbXref	RESID:AA0089	semapv:ManualMappingCuration
GO:0018043	obsolete C-terminal peptidyl-isoleucine amidation	oio:hasDbXref	RESID:AA0090	semapv:ManualMappingCuration
GO:0018044	obsolete C-terminal peptidyl-leucine amidation	oio:hasDbXref	RESID:AA0091	semapv:ManualMappingCuration
GO:0018045	obsolete C-terminal peptidyl-lysine amidation	oio:hasDbXref	RESID:AA0092	semapv:ManualMappingCuration
GO:0018046	obsolete C-terminal peptidyl-methionine amidation	oio:hasDbXref	RESID:AA0093	semapv:ManualMappingCuration
GO:0018047	obsolete C-terminal peptidyl-phenylalanine amidation	oio:hasDbXref	RESID:AA0094	semapv:ManualMappingCuration
GO:0018048	obsolete C-terminal peptidyl-proline amidation	oio:hasDbXref	RESID:AA0095	semapv:ManualMappingCuration
GO:0018049	obsolete C-terminal peptidyl-serine amidation	oio:hasDbXref	RESID:AA0096	semapv:ManualMappingCuration
GO:0018050	obsolete C-terminal peptidyl-threonine amidation	oio:hasDbXref	RESID:AA0097	semapv:ManualMappingCuration
